AS,Attractor,Basin size,De,Interactions,C. + largo
196,00100011000000000000000001,3168,9175041,223,2
197,10100011000000100000100011,24576,42731555,191,4
198,01100011000000000100100111,8064,25952551,127,3
199,11100011000000100000100011,24576,59508771,191,4
200,00010011001101000000010000,24576,5034000,495,3
201,10010011001100100000110000,65536,38586416,2687,3
202,01010011001101000100110100,65536,21811508,383,4
203,11010011001100100000110000,65536,55363632,2687,3
204,00110011001101000000010001,24576,13422609,495,3
205,10110011001100100000110001,65536,46975025,2687,3
206,01110011001101000100110101,65536,30200117,383,4
207,11110011001100100000110001,65536,63752241,2687,3
208,00001011000011000001011000,9216,2895960,47,6
209,10001011000010100001111000,24576,36448376,255,5
210,01001011000001000100110110,19104,19665206,95,6
211,11001011000010100001111000,24576,53225592,255,5
212,00101011000011000001011001,9216,11284569,47,6
213,10101011000010100001111001,24576,44836985,255,5
214,01101011000001000100110111,19104,28053815,95,6
215,11101011000010100001111001,24576,61614201,255,5
216,00011011001111000001011000,24576,7139416,175,5
217,10011011001110100001111000,65536,40691832,767,5
218,01011011001101000100110100,65536,23908660,383,6
219,11011011001110100001111000,65536,57469048,767,5
220,00111011001111000001011001,24576,15528025,175,5
221,10111011001110100001111001,65536,49080441,767,5
222,01111011001101000100110101,65536,32297269,383,6
223,11111011001110100001111001,65536,65857657,767,5
224,00000111000000100000100010,24576,1837090,191,4
225,10000111000000100000100010,24576,35391522,191,4
226,01000111000000100000100010,24576,18614306,191,4
227,11000111000000100000100010,24576,52168738,191,4
228,00100111000000100000100011,24576,10225699,191,4
229,10100111000000100000100011,24576,43780131,191,4
230,01100111000000100000100011,24576,27002915,191,4
231,11100111000000100000100011,24576,60557347,191,4
232,00010111001100100000110000,65536,6080560,2687,3
233,10010111001100100000110000,65536,39634992,2687,3
234,01010111001100100000110000,65536,22857776,2687,3
235,11010111001100100000110000,65536,56412208,2687,3
236,00110111001100100000110001,65536,14469169,2687,3
237,10110111001100100000110001,65536,48023601,2687,3
238,01110111001100100000110001,65536,31246385,2687,3
239,11110111001100100000110001,65536,64800817,2687,3
240,00001111000010100001111000,24576,3942520,255,5
241,10001111000010100001111000,24576,37496952,255,5
242,01001111000010100001111000,24576,20719736,255,5
243,11001111000010100001111000,24576,54274168,255,5
244,00101111000010100001111001,24576,12331129,255,5
245,10101111000010100001111001,24576,45885561,255,5
246,01101111000010100001111001,24576,29108345,255,5
247,11101111000010100001111001,24576,62662777,255,5
248,00011111001110100001111000,65536,8185976,767,5
249,10011111001110100001111000,65536,41740408,767,5
250,01011111001110100001111000,65536,24963192,767,5
251,11011111001110100001111000,65536,58517624,767,5
252,00111111001110100001111001,65536,16574585,767,5
253,10111111001110100001111001,65536,50129017,767,5
254,01111111001110100001111001,65536,33351801,767,5
255,11111111001110100001111001,65536,66906233,767,5
256,00000000100000000000000000,3168,131072,223,2
257,10000000100001000000010000,9216,33689616,127,3
258,01000000100000000100100110,8064,16908582,127,3
259,11000000100001000100110110,24576,50467126,127,4
260,00100000100000000000000001,3168,8519681,223,2
261,10100000100001000000010001,9216,42078225,127,3
262,01100000100000000100100111,8064,25297191,127,3
263,11100000100001000100110111,24576,58855735,127,4
264,00010000101101000000010000,24576,4378640,495,3
265,10010000101101000000010000,24576,37933072,511,3
266,01010000101101000100110100,65536,21156148,383,4
267,11010000101101000100110100,65536,54710580,383,4
268,00110000101101000000010001,24576,12767249,495,3
269,10110000101101000000010001,24576,46321681,511,3
270,01110000101101000100110101,65536,29544757,383,4
271,11110000101101000100110101,65536,63099189,383,4
272,00001000100011000001011000,9216,2240600,47,6
273,10001000100011000001011000,9216,35795032,63,5
274,01001000100001000100110110,19104,19009846,95,6
275,11001000100001000100110110,24576,52564278,127,6
276,00101000100011000001011001,9216,10629209,47,6
277,10101000100011000001011001,9216,44183641,63,5
278,01101000100001000100110111,19104,27398455,95,6
279,11101000100001000100110111,24576,60952887,127,6
280,00011000101111000001011000,24576,6484056,175,5
281,10011000101111000001011000,24576,40038488,191,5
282,01011000101101000100110100,65536,23253300,383,6
283,11011000101101000100110100,65536,56807732,383,6
284,00111000101111000001011001,24576,14872665,175,5
285,10111000101111000001011001,24576,48427097,191,5
286,01111000101101000100110101,65536,31641909,383,6
287,11111000101101000100110101,65536,65196341,383,6
288,00000100100101000000010000,24576,1200144,383,4
289,10000100100101000000010000,24576,34754576,383,4
290,01000100100101000100110100,65536,17977652,383,4
291,11000100100101000100110100,65536,51532084,383,4
292,00100100100101000000010001,24576,9588753,383,4
293,10100100100101000000010001,24576,43143185,383,4
294,01100100100101000100110101,65536,26366261,383,4
295,11100100100101000100110101,65536,59920693,383,4
296,00010100101101000000010000,24576,5427216,511,3
297,10010100101101000000010000,24576,38981648,511,3
298,01010100101101000100110100,65536,22204724,383,4
299,11010100101101000100110100,65536,55759156,383,4
300,00110100101101000000010001,24576,13815825,511,3
301,10110100101101000000010001,24576,47370257,511,3
302,01110100101101000100110101,65536,30593333,383,4
303,11110100101101000100110101,65536,64147765,383,4
304,00001100100111000001011000,24576,3305560,127,5
305,10001100100111000001011000,24576,36859992,127,5
306,01001100100101000100110100,65536,20074804,383,6
307,11001100100101000100110100,65536,53629236,383,6
308,00101100100111000001011001,24576,11694169,127,5
309,10101100100111000001011001,24576,45248601,127,5
310,01101100100101000100110101,65536,28463413,383,6
311,11101100100101000100110101,65536,62017845,383,6
312,00011100101111000001011000,24576,7532632,191,5
313,10011100101111000001011000,24576,41087064,191,5
314,01011100101101000100110100,65536,24301876,383,6
315,11011100101101000100110100,65536,57856308,383,6
316,00111100101111000001011001,24576,15921241,191,5
317,10111100101111000001011001,24576,49475673,191,5
318,01111100101101000100110101,65536,32690485,383,6
319,11111100101101000100110101,65536,66244917,383,6
320,00000010100000000000000000,3168,655360,223,2
321,10000010100000100000100010,24576,34211874,191,4
322,01000010100000000100100110,8064,17432870,127,3
323,11000010100000100000100010,24576,50989090,191,4
324,00100010100000000000000001,3168,9043969,223,2
325,10100010100000100000100011,24576,42600483,191,4
326,01100010100000000100100111,8064,25821479,127,3
327,11100010100000100000100011,24576,59377699,191,4
328,00010010101101000000010000,24576,4902928,495,3
329,10010010101100100000110000,65536,38455344,2687,3
330,01010010101101000100110100,65536,21680436,383,4
331,11010010101100100000110000,65536,55232560,2687,3
332,00110010101101000000010001,24576,13291537,495,3
333,10110010101100100000110001,65536,46843953,2687,3
334,01110010101101000100110101,65536,30069045,383,4
335,11110010101100100000110001,65536,63621169,2687,3
336,00001010100011000001011000,9216,2764888,47,6
337,10001010100010100001111000,24576,36317304,255,5
338,01001010100001000100110110,19104,19534134,95,6
339,11001010100010100001111000,24576,53094520,255,5
340,00101010100011000001011001,9216,11153497,47,6
341,10101010100010100001111001,24576,44705913,255,5
342,01101010100001000100110111,19104,27922743,95,6
343,11101010100010100001111001,24576,61483129,255,5
344,00011010101111000001011000,24576,7008344,175,5
345,10011010101110100001111000,65536,40560760,767,5
346,01011010101101000100110100,65536,23777588,383,6
347,11011010101110100001111000,65536,57337976,767,5
348,00111010101111000001011001,24576,15396953,175,5
349,10111010101110100001111001,65536,48949369,767,5
350,01111010101101000100110101,65536,32166197,383,6
351,11111010101110100001111001,65536,65726585,767,5
352,00000110100000100000100010,24576,1706018,191,4
353,10000110100000100000100010,24576,35260450,191,4
354,01000110100000100000100010,24576,18483234,191,4
355,11000110100000100000100010,24576,52037666,191,4
356,00100110100000100000100011,24576,10094627,191,4
357,10100110100000100000100011,24576,43649059,191,4
358,01100110100000100000100011,24576,26871843,191,4
359,11100110100000100000100011,24576,60426275,191,4
360,00010110101100100000110000,65536,5949488,2687,3
361,10010110101100100000110000,65536,39503920,2687,3
362,01010110101100100000110000,65536,22726704,2687,3
363,11010110101100100000110000,65536,56281136,2687,3
364,00110110101100100000110001,65536,14338097,2687,3
365,10110110101100100000110001,65536,47892529,2687,3
366,01110110101100100000110001,65536,31115313,2687,3
367,11110110101100100000110001,65536,64669745,2687,3
368,00001110100010100001111000,24576,3811448,255,5
369,10001110100010100001111000,24576,37365880,255,5
370,01001110100010100001111000,24576,20588664,255,5
371,11001110100010100001111000,24576,54143096,255,5
372,00101110100010100001111001,24576,12200057,255,5
373,10101110100010100001111001,24576,45754489,255,5
374,01101110100010100001111001,24576,28977273,255,5
375,11101110100010100001111001,24576,62531705,255,5
376,00011110101110100001111000,65536,8054904,767,5
377,10011110101110100001111000,65536,41609336,767,5
378,01011110101110100001111000,65536,24832120,767,5
379,11011110101110100001111000,65536,58386552,767,5
380,00111110101110100001111001,65536,16443513,767,5
381,10111110101110100001111001,65536,49997945,767,5
382,01111110101110100001111001,65536,33220729,767,5
383,11111110101110100001111001,65536,66775161,767,5
384,00000001100000111010000010,65536,396930,127,4
385,10000001100000111010000010,65536,33951362,127,4
386,01000001100000111010000010,65536,17174146,127,4
387,11000001100000111010000010,65536,50728578,127,4
388,00100001100000111010000011,65536,8785539,127,4
389,10100001100000111010000011,65536,42339971,127,4
390,01100001100000111010000011,65536,25562755,127,4
391,11100001100000111010000011,65536,59117187,127,4
392,00010001101100111010010000,65536,4640400,1743,3
393,10010001101100111010010000,65536,38194832,1727,3
394,01010001101100111010010000,65536,21417616,1407,3
395,11010001101100111010010000,65536,54972048,1407,3
396,00110001101100111010010001,65536,13029009,1743,3
397,10110001101100111010010001,65536,46583441,1727,3
398,01110001101100111010010001,65536,29806225,1407,3
399,11110001101100111010010001,65536,63360657,1407,3
400,00001001100000111010000010,65536,2494082,63,5
401,10001001100000111010000010,65536,36048514,63,5
402,01001001100000111010000010,65536,19271298,63,5
403,11001001100000111010000010,65536,52825730,63,5
404,00101001100000111010000011,65536,10882691,63,5
405,10101001100000111010000011,65536,44437123,63,5
406,01101001100000111010000011,65536,27659907,63,5
407,11101001100000111010000011,65536,61214339,63,5
408,00011001101100111010010000,65536,6737552,1199,4
409,10011001101100111010010000,65536,40291984,1183,4
410,01011001101100111010010000,65536,23514768,959,4
411,11011001101100111010010000,65536,57069200,959,4
412,00111001101100111010010001,65536,15126161,1199,4
413,10111001101100111010010001,65536,48680593,1183,4
414,01111001101100111010010001,65536,31903377,959,4
415,11111001101100111010010001,65536,65457809,959,4
416,00000101100000111010000010,65536,1445506,63,4
417,10000101100000111010000010,65536,34999938,63,4
418,01000101100000111010000010,65536,18222722,63,4
419,11000101100000111010000010,65536,51777154,63,4
420,00100101100000111010000011,65536,9834115,63,4
421,10100101100000111010000011,65536,43388547,63,4
422,01100101100000111010000011,65536,26611331,63,4
423,11100101100000111010000011,65536,60165763,63,4
424,00010101101100111010010000,65536,5688976,1727,3
425,10010101101100111010010000,65536,39243408,1727,3
426,01010101101100111010010000,65536,22466192,1407,3
427,11010101101100111010010000,65536,56020624,1407,3
428,00110101101100111010010001,65536,14077585,1727,3
429,10110101101100111010010001,65536,47632017,1727,3
430,01110101101100111010010001,65536,30854801,1407,3
431,11110101101100111010010001,65536,64409233,1407,3
432,00001101100000111010000010,65536,3542658,31,5
433,10001101100000111010000010,65536,37097090,31,5
434,01001101100000111010000010,65536,20319874,31,5
435,11001101100000111010000010,65536,53874306,31,5
436,00101101100000111010000011,65536,11931267,31,5
437,10101101100000111010000011,65536,45485699,31,5
438,01101101100000111010000011,65536,28708483,31,5
439,11101101100000111010000011,65536,62262915,31,5
440,00011101101100111010010000,65536,7786128,1183,4
441,10011101101100111010010000,65536,41340560,1183,4
442,01011101101100111010010000,65536,24563344,959,4
443,11011101101100111010010000,65536,58117776,959,4
444,00111101101100111010010001,65536,16174737,1183,4
445,10111101101100111010010001,65536,49729169,1183,4
446,01111101101100111010010001,65536,32951953,959,4
447,11111101101100111010010001,65536,66506385,959,4
448,00000011100000111010000010,65536,921218,127,4
449,10000011100000111010100010,65536,34475682,383,4
450,01000011100000111010000010,65536,17698434,127,4
451,11000011100000111010100010,65536,51252898,383,4
452,00100011100000111010000011,65536,9309827,127,4
453,10100011100000111010100011,65536,42864291,383,4
454,01100011100000111010000011,65536,26087043,127,4
455,11100011100000111010100011,65536,59641507,383,4
456,00010011101100111010010000,65536,5164688,1743,3
457,10010011101100111010110000,65536,38719152,4223,3
458,01010011101100111010010000,65536,21941904,1407,3
459,11010011101100111010110000,65536,55496368,4223,3
460,00110011101100111010010001,65536,13553297,1743,3
461,10110011101100111010110001,65536,47107761,4223,3
462,01110011101100111010010001,65536,30330513,1407,3
463,11110011101100111010110001,65536,63884977,4223,3
464,00001011100000111010000010,65536,3018370,63,5
465,10001011100000111010100010,65536,36572834,319,5
466,01001011100000111010000010,65536,19795586,63,5
467,11001011100000111010100010,65536,53350050,319,5
468,00101011100000111010000011,65536,11406979,63,5
469,10101011100000111010100011,65536,44961443,319,5
470,01101011100000111010000011,65536,28184195,63,5
471,11101011100000111010100011,65536,61738659,319,5
472,00011011101100111010010000,65536,7261840,1199,4
473,10011011101100111010110000,65536,40816304,3263,4
474,01011011101100111010010000,65536,24039056,959,4
475,11011011101100111010110000,65536,57593520,3263,4
476,00111011101100111010010001,65536,15650449,1199,4
477,10111011101100111010110001,65536,49204913,3263,4
478,01111011101100111010010001,65536,32427665,959,4
479,11111011101100111010110001,65536,65982129,3263,4
480,00000111100000111010100010,65536,1969826,383,4
481,10000111100000111010100010,65536,35524258,383,4
482,01000111100000111010100010,65536,18747042,383,4
483,11000111100000111010100010,65536,52301474,383,4
484,00100111100000111010100011,65536,10358435,383,4
485,10100111100000111010100011,65536,43912867,383,4
486,01100111100000111010100011,65536,27135651,383,4
487,11100111100000111010100011,65536,60690083,383,4
488,00010111101100111010110000,65536,6213296,4223,3
489,10010111101100111010110000,65536,39767728,4223,3
490,01010111101100111010110000,65536,22990512,4223,3
491,11010111101100111010110000,65536,56544944,4223,3
492,00110111101100111010110001,65536,14601905,4223,3
493,10110111101100111010110001,65536,48156337,4223,3
494,01110111101100111010110001,65536,31379121,4223,3
495,11110111101100111010110001,65536,64933553,4223,3
496,00001111100000111010100010,65536,4066978,319,5
497,10001111100000111010100010,65536,37621410,319,5
498,01001111100000111010100010,65536,20844194,319,5
499,11001111100000111010100010,65536,54398626,319,5
500,00101111100000111010100011,65536,12455587,319,5
501,10101111100000111010100011,65536,46010019,319,5
502,01101111100000111010100011,65536,29232803,319,5
503,11101111100000111010100011,65536,62787235,319,5
504,00011111101100111010110000,65536,8310448,3263,4
505,10011111101100111010110000,65536,41864880,3263,4
506,01011111101100111010110000,65536,25087664,3263,4
507,11011111101100111010110000,65536,58642096,3263,4
508,00111111101100111010110001,65536,16699057,3263,4
509,10111111101100111010110001,65536,50253489,3263,4
510,01111111101100111010110001,65536,33476273,3263,4
511,11111111101100111010110001,65536,67030705,3263,4
512,00000000010000111010000010,65536,69250,127,4
513,10000000010000111010000010,65536,33623682,127,4
514,01000000010000111010000010,65536,16846466,127,4
515,11000000010000111010000010,65536,50400898,127,4
516,00100000010000111010000011,65536,8457859,127,4
517,10100000010000111010000011,65536,42012291,127,4
518,01100000010000111010000011,65536,25235075,127,4
519,11100000010000111010000011,65536,58789507,127,4
520,00010000011100111010010000,65536,4312720,1743,3
521,10010000011100111010010000,65536,37867152,1727,3
522,01010000011100111010010000,65536,21089936,1407,3
523,11010000011100111010010000,65536,54644368,1407,3
524,00110000011100111010010001,65536,12701329,1743,3
525,10110000011100111010010001,65536,46255761,1727,3
526,01110000011100111010010001,65536,29478545,1407,3
527,11110000011100111010010001,65536,63032977,1407,3
528,00001000010000111010000010,65536,2166402,63,5
529,10001000010000111010000010,65536,35720834,63,5
530,01001000010000111010000010,65536,18943618,63,5
531,11001000010000111010000010,65536,52498050,63,5
532,00101000010000111010000011,65536,10555011,63,5
533,10101000010000111010000011,65536,44109443,63,5
534,01101000010000111010000011,65536,27332227,63,5
535,11101000010000111010000011,65536,60886659,63,5
536,00011000011100111010010000,65536,6409872,1199,4
537,10011000011100111010010000,65536,39964304,1183,4
538,01011000011100111010010000,65536,23187088,959,4
539,11011000011100111010010000,65536,56741520,959,4
540,00111000011100111010010001,65536,14798481,1199,4
541,10111000011100111010010001,65536,48352913,1183,4
542,01111000011100111010010001,65536,31575697,959,4
543,11111000011100111010010001,65536,65130129,959,4
544,00000100010000111010000010,65536,1117826,63,4
545,10000100010000111010000010,65536,34672258,63,4
546,01000100010000111010000010,65536,17895042,63,4
547,11000100010000111010000010,65536,51449474,63,4
548,00100100010000111010000011,65536,9506435,63,4
549,10100100010000111010000011,65536,43060867,63,4
550,01100100010000111010000011,65536,26283651,63,4
551,11100100010000111010000011,65536,59838083,63,4
552,00010100011100111010010000,65536,5361296,1727,3
553,10010100011100111010010000,65536,38915728,1727,3
554,01010100011100111010010000,65536,22138512,1407,3
555,11010100011100111010010000,65536,55692944,1407,3
556,00110100011100111010010001,65536,13749905,1727,3
557,10110100011100111010010001,65536,47304337,1727,3
558,01110100011100111010010001,65536,30527121,1407,3
559,11110100011100111010010001,65536,64081553,1407,3
560,00001100010000111010000010,65536,3214978,31,5
561,10001100010000111010000010,65536,36769410,31,5
562,01001100010000111010000010,65536,19992194,31,5
563,11001100010000111010000010,65536,53546626,31,5
564,00101100010000111010000011,65536,11603587,31,5
565,10101100010000111010000011,65536,45158019,31,5
566,01101100010000111010000011,65536,28380803,31,5
567,11101100010000111010000011,65536,61935235,31,5
568,00011100011100111010010000,65536,7458448,1183,4
569,10011100011100111010010000,65536,41012880,1183,4
570,01011100011100111010010000,65536,24235664,959,4
571,11011100011100111010010000,65536,57790096,959,4
572,00111100011100111010010001,65536,15847057,1183,4
573,10111100011100111010010001,65536,49401489,1183,4
574,01111100011100111010010001,65536,32624273,959,4
575,11111100011100111010010001,65536,66178705,959,4
576,00000010010000111010000010,65536,593538,127,4
577,10000010010000111010100010,65536,34148002,383,4
578,01000010010000111010000010,65536,17370754,127,4
579,11000010010000111010100010,65536,50925218,383,4
580,00100010010000111010000011,65536,8982147,127,4
581,10100010010000111010100011,65536,42536611,383,4
582,01100010010000111010000011,65536,25759363,127,4
583,11100010010000111010100011,65536,59313827,383,4
584,00010010011100111010010000,65536,4837008,1743,3
585,10010010011100111010110000,65536,38391472,4223,3
586,01010010011100111010010000,65536,21614224,1407,3
587,11010010011100111010110000,65536,55168688,4223,3
588,00110010011100111010010001,65536,13225617,1743,3
589,10110010011100111010110001,65536,46780081,4223,3
590,01110010011100111010010001,65536,30002833,1407,3
591,11110010011100111010110001,65536,63557297,4223,3
592,00001010010000111010000010,65536,2690690,63,5
593,10001010010000111010100010,65536,36245154,319,5
594,01001010010000111010000010,65536,19467906,63,5
595,11001010010000111010100010,65536,53022370,319,5
596,00101010010000111010000011,65536,11079299,63,5
597,10101010010000111010100011,65536,44633763,319,5
598,01101010010000111010000011,65536,27856515,63,5
599,11101010010000111010100011,65536,61410979,319,5
600,00011010011100111010010000,65536,6934160,1199,4
601,10011010011100111010110000,65536,40488624,3263,4
602,01011010011100111010010000,65536,23711376,959,4
603,11011010011100111010110000,65536,57265840,3263,4
604,00111010011100111010010001,65536,15322769,1199,4
605,10111010011100111010110001,65536,48877233,3263,4
606,01111010011100111010010001,65536,32099985,959,4
607,11111010011100111010110001,65536,65654449,3263,4
608,00000110010000111010100010,65536,1642146,383,4
609,10000110010000111010100010,65536,35196578,383,4
610,01000110010000111010100010,65536,18419362,383,4
611,11000110010000111010100010,65536,51973794,383,4
612,00100110010000111010100011,65536,10030755,383,4
613,10100110010000111010100011,65536,43585187,383,4
614,01100110010000111010100011,65536,26807971,383,4
615,11100110010000111010100011,65536,60362403,383,4
616,00010110011100111010110000,65536,5885616,4223,3
617,10010110011100111010110000,65536,39440048,4223,3
618,01010110011100111010110000,65536,22662832,4223,3
619,11010110011100111010110000,65536,56217264,4223,3
620,00110110011100111010110001,65536,14274225,4223,3
621,10110110011100111010110001,65536,47828657,4223,3
622,01110110011100111010110001,65536,31051441,4223,3
623,11110110011100111010110001,65536,64605873,4223,3
624,00001110010000111010100010,65536,3739298,319,5
625,10001110010000111010100010,65536,37293730,319,5
626,01001110010000111010100010,65536,20516514,319,5
627,11001110010000111010100010,65536,54070946,319,5
628,00101110010000111010100011,65536,12127907,319,5
629,10101110010000111010100011,65536,45682339,319,5
630,01101110010000111010100011,65536,28905123,319,5
631,11101110010000111010100011,65536,62459555,319,5
632,00011110011100111010110000,65536,7982768,3263,4
633,10011110011100111010110000,65536,41537200,3263,4
634,01011110011100111010110000,65536,24759984,3263,4
635,11011110011100111010110000,65536,58314416,3263,4
636,00111110011100111010110001,65536,16371377,3263,4
637,10111110011100111010110001,65536,49925809,3263,4
638,01111110011100111010110001,65536,33148593,3263,4
639,11111110011100111010110001,65536,66703025,3263,4
640,00000001010000111010000010,65536,331394,127,4
641,10000001010000111010000010,65536,33885826,127,4
642,01000001010000111010000010,65536,17108610,127,4
643,11000001010000111010000010,65536,50663042,127,4
644,00100001010000111010000011,65536,8720003,127,4
645,10100001010000111010000011,65536,42274435,127,4
646,01100001010000111010000011,65536,25497219,127,4
647,11100001010000111010000011,65536,59051651,127,4
648,00010001011100111010010000,65536,4574864,1743,3
649,10010001011100111010010000,65536,38129296,1727,3
650,01010001011100111010010000,65536,21352080,1407,3
651,11010001011100111010010000,65536,54906512,1407,3
652,00110001011100111010010001,65536,12963473,1743,3
653,10110001011100111010010001,65536,46517905,1727,3
654,01110001011100111010010001,65536,29740689,1407,3
655,11110001011100111010010001,65536,63295121,1407,3
656,00001001010000111010000010,65536,2428546,63,5
657,10001001010000111010000010,65536,35982978,63,5
658,01001001010000111010000010,65536,19205762,63,5
659,11001001010000111010000010,65536,52760194,63,5
660,00101001010000111010000011,65536,10817155,63,5
661,10101001010000111010000011,65536,44371587,63,5
662,01101001010000111010000011,65536,27594371,63,5
663,11101001010000111010000011,65536,61148803,63,5
664,00011001011100111010010000,65536,6672016,1199,4
665,10011001011100111010010000,65536,40226448,1183,4
666,01011001011100111010010000,65536,23449232,959,4
667,11011001011100111010010000,65536,57003664,959,4
668,00111001011100111010010001,65536,15060625,1199,4
669,10111001011100111010010001,65536,48615057,1183,4
670,01111001011100111010010001,65536,31837841,959,4
671,11111001011100111010010001,65536,65392273,959,4
672,00000101010000111010000010,65536,1379970,63,4
673,10000101010000111010000010,65536,34934402,63,4
674,01000101010000111010000010,65536,18157186,63,4
675,11000101010000111010000010,65536,51711618,63,4
676,00100101010000111010000011,65536,9768579,63,4
677,10100101010000111010000011,65536,43323011,63,4
678,01100101010000111010000011,65536,26545795,63,4
679,11100101010000111010000011,65536,60100227,63,4
680,00010101011100111010010000,65536,5623440,1727,3
681,10010101011100111010010000,65536,39177872,1727,3
682,01010101011100111010010000,65536,22400656,1407,3
683,11010101011100111010010000,65536,55955088,1407,3
684,00110101011100111010010001,65536,14012049,1727,3
685,10110101011100111010010001,65536,47566481,1727,3
686,01110101011100111010010001,65536,30789265,1407,3
687,11110101011100111010010001,65536,64343697,1407,3
688,00001101010000111010000010,65536,3477122,31,5
689,10001101010000111010000010,65536,37031554,31,5
690,01001101010000111010000010,65536,20254338,31,5
691,11001101010000111010000010,65536,53808770,31,5
692,00101101010000111010000011,65536,11865731,31,5
693,10101101010000111010000011,65536,45420163,31,5
694,01101101010000111010000011,65536,28642947,31,5
695,11101101010000111010000011,65536,62197379,31,5
696,00011101011100111010010000,65536,7720592,1183,4
697,10011101011100111010010000,65536,41275024,1183,4
698,01011101011100111010010000,65536,24497808,959,4
699,11011101011100111010010000,65536,58052240,959,4
700,00111101011100111010010001,65536,16109201,1183,4
701,10111101011100111010010001,65536,49663633,1183,4
702,01111101011100111010010001,65536,32886417,959,4
703,11111101011100111010010001,65536,66440849,959,4
704,00000011010000111010000010,65536,855682,127,4
705,10000011010000111010100010,65536,34410146,383,4
706,01000011010000111010000010,65536,17632898,127,4
707,11000011010000111010100010,65536,51187362,383,4
708,00100011010000111010000011,65536,9244291,127,4
709,10100011010000111010100011,65536,42798755,383,4
710,01100011010000111010000011,65536,26021507,127,4
711,11100011010000111010100011,65536,59575971,383,4
712,00010011011100111010010000,65536,5099152,1743,3
713,10010011011100111010110000,65536,38653616,4223,3
714,01010011011100111010010000,65536,21876368,1407,3
715,11010011011100111010110000,65536,55430832,4223,3
716,00110011011100111010010001,65536,13487761,1743,3
717,10110011011100111010110001,65536,47042225,4223,3
718,01110011011100111010010001,65536,30264977,1407,3
719,11110011011100111010110001,65536,63819441,4223,3
720,00001011010000111010000010,65536,2952834,63,5
721,10001011010000111010100010,65536,36507298,319,5
722,01001011010000111010000010,65536,19730050,63,5
723,11001011010000111010100010,65536,53284514,319,5
724,00101011010000111010000011,65536,11341443,63,5
725,10101011010000111010100011,65536,44895907,319,5
726,01101011010000111010000011,65536,28118659,63,5
727,11101011010000111010100011,65536,61673123,319,5
728,00011011011100111010010000,65536,7196304,1199,4
729,10011011011100111010110000,65536,40750768,3263,4
730,01011011011100111010010000,65536,23973520,959,4
731,11011011011100111010110000,65536,57527984,3263,4
732,00111011011100111010010001,65536,15584913,1199,4
733,10111011011100111010110001,65536,49139377,3263,4
734,01111011011100111010010001,65536,32362129,959,4
735,11111011011100111010110001,65536,65916593,3263,4
736,00000111010000111010100010,65536,1904290,383,4
737,10000111010000111010100010,65536,35458722,383,4
738,01000111010000111010100010,65536,18681506,383,4
739,11000111010000111010100010,65536,52235938,383,4
740,00100111010000111010100011,65536,10292899,383,4
741,10100111010000111010100011,65536,43847331,383,4
742,01100111010000111010100011,65536,27070115,383,4
743,11100111010000111010100011,65536,60624547,383,4
744,00010111011100111010110000,65536,6147760,4223,3
745,10010111011100111010110000,65536,39702192,4223,3
746,01010111011100111010110000,65536,22924976,4223,3
747,11010111011100111010110000,65536,56479408,4223,3
748,00110111011100111010110001,65536,14536369,4223,3
749,10110111011100111010110001,65536,48090801,4223,3
750,01110111011100111010110001,65536,31313585,4223,3
751,11110111011100111010110001,65536,64868017,4223,3
752,00001111010000111010100010,65536,4001442,319,5
753,10001111010000111010100010,65536,37555874,319,5
754,01001111010000111010100010,65536,20778658,319,5
755,11001111010000111010100010,65536,54333090,319,5
756,00101111010000111010100011,65536,12390051,319,5
757,10101111010000111010100011,65536,45944483,319,5
758,01101111010000111010100011,65536,29167267,319,5
759,11101111010000111010100011,65536,62721699,319,5
760,00011111011100111010110000,65536,8244912,3263,4
761,10011111011100111010110000,65536,41799344,3263,4
762,01011111011100111010110000,65536,25022128,3263,4
763,11011111011100111010110000,65536,58576560,3263,4
764,00111111011100111010110001,65536,16633521,3263,4
765,10111111011100111010110001,65536,50187953,3263,4
766,01111111011100111010110001,65536,33410737,3263,4
767,11111111011100111010110001,65536,66965169,3263,4
768,00000000110000111010000010,65536,200322,127,4
769,10000000110000111010000010,65536,33754754,127,4
770,01000000110000111010000010,65536,16977538,127,4
771,11000000110000111010000010,65536,50531970,127,4
772,00100000110000111010000011,65536,8588931,127,4
773,10100000110000111010000011,65536,42143363,127,4
774,01100000110000111010000011,65536,25366147,127,4
775,11100000110000111010000011,65536,58920579,127,4
776,00010000111100111010010000,65536,4443792,1743,3
777,10010000111100111010010000,65536,37998224,1727,3
778,01010000111100111010010000,65536,21221008,1407,3
779,11010000111100111010010000,65536,54775440,1407,3
780,00110000111100111010010001,65536,12832401,1743,3
781,10110000111100111010010001,65536,46386833,1727,3
782,01110000111100111010010001,65536,29609617,1407,3
783,11110000111100111010010001,65536,63164049,1407,3
784,00001000110000111010000010,65536,2297474,63,5
785,10001000110000111010000010,65536,35851906,63,5
786,01001000110000111010000010,65536,19074690,63,5
787,11001000110000111010000010,65536,52629122,63,5
788,00101000110000111010000011,65536,10686083,63,5
789,10101000110000111010000011,65536,44240515,63,5
790,01101000110000111010000011,65536,27463299,63,5
791,11101000110000111010000011,65536,61017731,63,5
792,00011000111100111010010000,65536,6540944,1199,4
793,10011000111100111010010000,65536,40095376,1183,4
794,01011000111100111010010000,65536,23318160,959,4
